time,ax,ay,az
2019-11-30 16:42:57.5330,-0.14,0.01,0.02
2019-11-30 16:42:57.6330,0.03,0.04,-0.1
2019-11-30 16:42:57.7330,-0.06,0.04,0.14
2019-11-30 16:42:57.8330,0.04,0.04,0.13
2019-11-30 16:42:57.9330,0.17,0.01,0.14
2019-11-30 16:42:58.0330,0.78,0.66,0.32
2019-11-30 16:42:58.1330,-0.69,0.45,0.2
2019-11-30 16:42:58.2330,-1.73,-0.35,0.31
2019-11-30 16:42:58.3330,0.65,0.23,0.23
2019-11-30 16:42:58.4330,-0.39,-0.16,-0.42
2019-11-30 16:42:58.5330,-0.23,-0.23,0.0
2019-11-30 16:42:58.6330,0.52,0.5,0.28
2019-11-30 16:42:58.7330,-1.1,0.09,0.92
2019-11-30 16:42:58.8330,0.6,-0.39,0.86
2019-11-30 16:42:58.9340,1.64,-0.08,-0.15
2019-11-30 16:42:59.0330,0.41,-0.11,0.23
2019-11-30 16:42:59.1330,-0.99,1.46,1.1
2019-11-30 16:42:59.2340,0.24,0.48,0.44
2019-11-30 16:42:59.3330,0.22,0.58,-0.06
2019-11-30 16:42:59.4340,0.11,0.12,-0.62
2019-11-30 16:42:59.5340,-0.58,-0.46,-0.46
2019-11-30 16:42:59.6340,-0.32,-0.45,0.3
2019-11-30 16:42:59.7340,0.46,0.11,0.33
2019-11-30 16:42:59.8340,0.75,0.3,-0.75
2019-11-30 16:42:59.9340,-0.11,0.65,-0.72
2019-11-30 16:43:00.0340,-0.47,-0.63,0.16
2019-11-30 16:43:00.1340,-0.22,0.04,0.31
2019-11-30 16:43:00.2340,-0.07,0.65,0.02
2019-11-30 16:43:00.3340,-0.13,0.37,0.39
2019-11-30 16:43:00.4340,0.31,0.43,-0.59
2019-11-30 16:43:00.5340,-0.27,-0.99,-1.25
2019-11-30 16:43:00.6340,-0.42,-0.42,-0.09
2019-11-30 16:43:00.7340,0.53,0.37,0.17
2019-11-30 16:43:00.8350,0.31,0.07,-0.71
2019-11-30 16:43:00.9340,-0.26,0.53,-0.55
2019-11-30 16:43:01.0340,-0.43,-0.54,0.16
2019-11-30 16:43:01.1350,-0.22,0.1,0.41
2019-11-30 16:43:01.2340,-0.07,0.79,0.09
2019-11-30 16:43:01.3350,-0.09,0.27,0.19
