time,ax,ay,az
2019-11-21 14:13:58.2660,-0.01,-0.01,-0.02
2019-11-21 14:13:58.3670,-0.0,0.0,-0.0
2019-11-21 14:13:58.4670,-0.0,-0.01,-0.01
2019-11-21 14:13:58.5670,0.01,-0.01,-0.01
2019-11-21 14:13:58.6670,0.01,-0.01,-0.03
2019-11-21 14:13:58.7670,-0.0,-0.03,-0.01
2019-11-21 14:13:58.8670,-0.01,-0.0,0.01
2019-11-21 14:13:58.9670,-0.02,-0.0,0.01
2019-11-21 14:13:59.0670,-0.0,0.32,0.01
2019-11-21 14:13:59.1670,-0.04,0.15,0.06
2019-11-21 14:13:59.2670,0.42,0.07,-0.18
2019-11-21 14:13:59.3670,0.0,-0.12,-0.02
2019-11-21 14:13:59.4670,-0.47,0.18,-0.08
2019-11-21 14:13:59.5670,-0.12,-0.07,0.02
2019-11-21 14:13:59.6670,0.09,0.07,0.05
2019-11-21 14:13:59.7670,-0.06,0.05,0.06
2019-11-21 14:13:59.8670,-0.09,0.01,0.13
2019-11-21 14:13:59.9670,-0.05,0.01,0.05
2019-11-21 14:14:00.0670,-0.05,0.0,0.02
2019-11-21 14:14:00.1680,-0.06,0.01,-0.03
2019-11-21 14:14:00.2670,-0.11,-0.05,0.02
2019-11-21 14:14:00.3680,-0.06,-0.03,-0.02
2019-11-21 14:14:00.4680,0.13,0.01,-0.06
2019-11-21 14:14:00.5680,0.1,0.04,0.07
2019-11-21 14:14:00.6680,-0.67,0.24,-0.08
2019-11-21 14:14:00.7680,0.77,-0.18,0.02
2019-11-21 14:14:00.8680,0.08,0.15,0.11
2019-11-21 14:14:00.9680,0.0,-0.01,-0.02
2019-11-21 14:14:01.0680,-0.03,-0.02,-0.01
2019-11-21 14:14:01.1680,0.01,-0.01,-0.0
2019-11-21 14:14:01.2680,-0.02,-0.02,0.0
2019-11-21 14:14:01.3680,-0.01,-0.02,-0.01
2019-11-21 14:14:01.4680,0.02,0.02,0.03
2019-11-21 14:14:01.5680,0.0,0.0,0.0
2019-11-21 14:14:01.6680,-0.06,0.0,-0.02
2019-11-21 14:14:01.7680,0.04,-0.01,-0.03
2019-11-21 14:14:01.8680,0.0,-0.02,-0.06
2019-11-21 14:14:01.9680,0.08,0.03,-0.02
2019-11-21 14:14:02.0690,0.01,0.1,-0.07
2019-11-21 14:14:02.1680,0.3,0.4,0.0
2019-11-21 14:14:02.2680,0.77,0.59,-0.45
2019-11-21 14:14:02.3680,0.08,0.17,-0.3
2019-11-21 14:14:02.4680,0.67,-0.26,-0.53
2019-11-21 14:14:02.5690,0.03,0.21,-0.38
2019-11-21 14:14:02.6680,-0.71,1.34,-0.09
2019-11-21 14:14:02.7690,-2.24,0.67,0.22
2019-11-21 14:14:02.8690,-0.43,-0.62,-0.18
2019-11-21 14:14:02.9690,-0.05,0.25,0.15
2019-11-21 14:14:03.0690,-0.06,0.0,0.03
2019-11-21 14:14:03.1690,0.1,0.03,-0.0
2019-11-21 14:14:03.2690,0.23,0.32,0.12
2019-11-21 14:14:03.3690,1.47,0.9,-0.08
2019-11-21 14:14:03.4690,0.53,0.05,-0.56
2019-11-21 14:14:03.5700,0.95,-0.36,-0.43
2019-11-21 14:14:03.6700,0.55,0.09,-0.22
2019-11-21 14:14:03.7690,-0.6,1.44,-0.15
2019-11-21 14:14:03.8690,-2.34,0.72,0.52
2019-11-21 14:14:03.9690,-0.18,-0.11,-0.0
2019-11-21 14:14:04.0690,0.23,0.12,-0.08
2019-11-21 14:14:04.1690,0.07,0.03,-0.01
2019-11-21 14:14:04.2700,0.01,-0.03,0.06
2019-11-21 14:14:04.3690,0.28,0.43,0.12
2019-11-21 14:14:04.4690,1.73,1.42,-0.48
2019-11-21 14:14:04.5700,-0.78,0.31,-0.43
2019-11-21 14:14:04.6700,0.63,-0.46,-0.28
2019-11-21 14:14:04.7700,0.29,0.39,-0.06
2019-11-21 14:14:04.8700,-1.51,1.45,0.31
2019-11-21 14:14:04.9700,-1.79,0.86,0.39
2019-11-21 14:14:05.0700,-0.84,-0.06,0.38
2019-11-21 14:14:05.1700,-0.32,-0.1,0.09
2019-11-21 14:14:05.2700,0.08,0.02,-0.09
2019-11-21 14:14:05.3700,0.07,0.07,0.17
2019-11-21 14:14:05.4700,0.59,0.47,-0.26
2019-11-21 14:14:05.5700,1.88,0.75,-0.32
2019-11-21 14:14:05.6700,1.0,-0.6,-0.14
2019-11-21 14:14:05.7700,0.49,-0.4,-0.16
2019-11-21 14:14:05.8700,-0.07,0.64,-0.16
2019-11-21 14:14:05.9700,-1.92,1.27,0.01
2019-11-21 14:14:06.0700,1.19,0.23,0.75
2019-11-21 14:14:06.1700,-0.54,0.36,0.14
2019-11-21 14:14:06.2710,0.06,-0.02,-0.16
2019-11-21 14:14:06.3700,0.09,0.02,0.03
2019-11-21 14:14:06.4710,0.13,0.03,-0.05
2019-11-21 14:14:06.5710,0.6,0.56,-0.15
2019-11-21 14:14:06.6700,1.53,0.76,0.06
2019-11-21 14:14:06.7710,1.04,-0.55,-0.02
2019-11-21 14:14:06.8710,0.54,-0.4,-0.1
2019-11-21 14:14:06.9710,0.11,0.64,-0.17
2019-11-21 14:14:07.0710,-2.44,1.26,0.15
2019-11-21 14:14:07.1710,2.44,0.2,1.37
2019-11-21 14:14:07.2710,-0.17,0.06,-0.18
2019-11-21 14:14:07.3710,0.01,0.04,-0.1
2019-11-21 14:14:07.4710,0.05,0.05,-0.1
2019-11-21 14:14:07.5710,0.17,0.19,0.09
2019-11-21 14:14:07.6710,0.86,0.47,-0.31
2019-11-21 14:14:07.7710,1.75,0.19,-0.36
2019-11-21 14:14:07.8710,1.38,-0.54,-0.18
2019-11-21 14:14:07.9710,0.58,-0.33,-0.18
2019-11-21 14:14:08.0710,0.06,0.79,-0.32
2019-11-21 14:14:08.1710,-2.67,0.94,0.2
2019-11-21 14:14:08.2710,-1.0,2.52,-1.0
2019-11-21 14:14:08.3710,0.68,-0.23,-0.19
2019-11-21 14:14:08.4710,-0.09,0.01,-0.05
