time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.1180,-0.0866,-0.0835,0.169
0.003000,0.1611,-0.1053,-0.1188,0.226
0.004000,0.1185,-0.1239,-0.1698,0.241
0.008000,0.0690,-0.1161,-0.2134,0.253
0.014000,0.0674,-0.0656,-0.2406,0.258
0.018000,0.0755,-0.0084,-0.2276,0.240
0.023000,0.1313,0.0191,-0.1670,0.213
0.027000,0.2420,0.0048,-0.0822,0.256
0.037000,0.4059,-0.0253,0.0227,0.407
0.042000,0.6146,-0.1572,0.0963,0.642
0.047000,0.6947,-0.2051,0.1617,0.742
0.051000,0.7426,-0.2932,0.1988,0.823
0.056000,0.7613,-0.4407,0.2000,0.902
0.063000,0.7654,-0.6021,0.2269,1.000
0.066000,0.7813,-0.7347,0.1655,1.085
0.071000,0.7424,-0.9051,0.1349,1.178
0.076000,0.6113,-1.1317,0.1646,1.297
0.081000,0.3623,-1.3707,0.1701,1.428
0.085000,0.1413,-1.5129,0.1232,1.524
0.090000,0.0973,-1.5634,-0.0391,1.567
0.094000,0.0506,-1.6129,-0.1039,1.617
0.099000,0.0317,-1.6209,-0.1398,1.627
0.104000,0.0619,-1.5617,-0.1986,1.575
0.108000,0.1524,-1.4668,-0.2007,1.488
0.113000,0.3006,-1.4197,-0.1485,1.459
0.118000,0.4394,-1.3631,-0.0755,1.434
0.123000,0.5431,-1.2449,-0.0510,1.359
0.127000,0.6427,-1.1129,-0.0803,1.288
0.132000,0.7313,-0.9765,-0.1730,1.232
0.137000,0.7018,-0.8994,-0.3549,1.195
0.142000,0.6023,-0.9019,-0.5253,1.205
0.146000,0.5854,-0.9620,-0.5705,1.262
0.156000,0.5986,-1.1199,-0.5236,1.374
0.163000,0.3894,-1.4476,-0.4164,1.556
0.166000,0.2706,-1.7109,-0.2208,1.746
0.171000,0.1322,-2.0122,-0.0612,2.018
0.175000,-0.0545,-2.2585,0.0012,2.259
0.180000,-0.3275,-2.3451,-0.0263,2.368
0.185000,-0.5149,-2.3730,0.0841,2.430
0.190000,-0.6006,-2.2150,0.2750,2.311
0.194000,-0.6135,-1.6787,0.3458,1.820
0.199000,-0.3943,-0.6973,0.3745,0.884
0.204000,-0.2894,0.5240,0.3871,0.713
0.208000,-0.1624,1.8383,-0.0924,1.848
0.214000,0.1297,3.1119,-0.7246,3.198
0.218000,0.0684,3.9536,-0.8656,4.048
0.222000,-0.2784,4.1749,-0.9011,4.280
0.228000,-0.6893,3.9724,-0.8688,4.124
0.232000,-1.0559,3.5847,-0.5762,3.781
0.237000,-1.2817,3.1422,-0.3310,3.410
0.243000,-1.4992,2.7913,-0.2299,3.177
0.247000,-1.7110,2.5151,-0.0693,3.043
0.251000,-1.9151,2.2991,0.0271,2.992
0.256000,-2.1662,2.1668,0.0505,3.064
0.269000,-2.2726,2.1651,0.1118,3.141
0.270000,-2.1806,2.2661,0.2568,3.155
0.275000,-1.9178,2.3201,0.5460,3.059
0.294000,-1.2715,1.8846,1.1537,2.549
0.295000,-1.0345,1.4659,1.3814,2.264
0.295000,-0.9503,1.0735,1.4236,2.020
0.295000,-0.8875,0.8080,1.2259,1.716
0.300000,-0.7697,0.7026,1.0134,1.454
0.303000,-0.5799,0.7260,0.8669,1.271
0.308000,-0.3398,0.7152,0.7096,1.063
0.313000,-0.1143,0.5655,0.4439,0.728
0.318000,0.0366,0.2797,0.1205,0.307
0.322000,0.1776,-0.0680,-0.0908,0.211
0.327000,0.4068,-0.3531,-0.1358,0.556
0.332000,0.5832,-0.5520,-0.1297,0.813
0.337000,0.6134,-0.6859,-0.1327,0.930
0.342000,0.6098,-0.7287,-0.1617,0.964
0.346000,0.5629,-0.7209,-0.1858,0.933
0.351000,0.4682,-0.7631,-0.1027,0.901
0.356000,0.3956,-0.8749,0.1279,0.969
0.362000,0.3990,-1.0313,0.4559,1.196
0.366000,0.6005,-1.4717,0.8257,1.791
0.370000,0.6344,-2.1291,1.0042,2.438
0.375000,0.2675,-2.6575,0.6354,2.745
0.384000,-0.1830,-2.9173,-0.0113,2.923
0.384000,-0.0779,-2.9454,-0.3653,2.969
0.394000,0.1564,-2.8233,-0.4352,2.861
0.399000,-0.7329,-2.4885,-1.0473,2.798
0.403000,-0.7647,-2.3715,-0.9801,2.678
0.408000,-0.5585,-2.3056,-0.7075,2.476
0.413000,-0.1905,-2.3009,-0.1934,2.317
0.418000,0.1604,-2.4895,0.1664,2.500
0.422000,0.2742,-2.9070,0.3430,2.940
0.427000,0.1006,-3.3878,0.5063,3.427
0.432000,-0.2698,-3.7375,0.5270,3.784
0.437000,-0.6171,-3.8172,0.3932,3.887
0.442000,-0.8652,-3.5625,0.1556,3.669
0.446000,-0.9783,-3.2871,-0.0605,3.430
0.451000,-1.0284,-3.1607,-0.0682,3.324
0.456000,-1.1183,-3.0565,0.0290,3.255
0.461000,-1.1801,-2.7719,0.1250,3.015
0.465000,-1.2275,-2.3672,0.2999,2.683
0.470000,-1.3005,-2.1800,0.5790,2.604
0.475000,-1.3219,-2.0961,1.0736,2.701
0.481000,-0.9095,-1.8753,1.3760,2.497
0.485000,-0.1052,-0.9615,0.7460,1.221
0.489000,0.5573,0.7927,-1.3755,1.683
0.497000,0.7568,1.7732,-1.5537,2.476
0.499000,0.8443,1.6279,-0.2691,1.853
0.503000,0.6677,1.8777,0.8100,2.151
0.513000,0.2528,2.1667,3.2050,3.877
0.518000,-0.6810,1.9735,2.1710,3.012
0.522000,-1.0448,2.7668,-3.0331,4.236
0.528000,-0.4621,3.5755,-6.3397,7.293
0.532000,0.1390,3.9973,-6.4182,7.563
0.537000,0.3776,4.2899,-4.8717,6.502
0.542000,2.0889,4.5292,-1.9946,5.372
0.546000,4.8294,0.6570,4.1045,6.372
0.551000,5.9228,-3.2897,2.2062,7.125
0.556000,4.1351,-3.5095,-5.2464,7.546
0.562000,1.0912,-3.5216,-6.4390,7.420
0.565000,-0.4600,-2.6638,-4.9901,5.675
0.570000,-1.0542,-1.7976,-1.8075,2.759
0.575000,-1.7696,-1.6004,0.6184,2.465
0.579000,-2.5872,-1.7584,1.6222,3.524
0.584000,-3.1367,-1.2895,2.1409,4.011
0.589000,-3.4952,0.3971,2.4348,4.278
0.597000,-3.8619,3.0903,2.7497,5.659
0.600000,-4.0570,6.3518,3.3826,8.261
0.603000,-4.0345,9.8321,3.8133,11.291
0.608000,-3.9939,12.8668,3.8778,14.019
0.631000,-4.0170,14.4591,3.6608,15.447
0.632000,-3.3308,14.0364,3.4096,14.824
0.632000,-1.3743,10.4850,3.0045,10.993
0.633000,-0.1327,5.3384,1.8486,5.651
0.647000,-0.7088,-0.2937,-2.3565,2.478
0.648000,-0.1573,-1.3812,-4.4174,4.631
0.648000,0.6708,-1.9675,-4.1153,4.611
0.661000,1.7505,-1.6889,-3.3462,4.137
0.662000,2.5159,-1.1662,-2.6945,3.867
0.663000,2.3537,-1.0193,-1.6707,3.061
0.665000,1.0543,-1.1422,-0.4578,1.620
0.670000,0.1330,-0.8953,0.5111,1.039
0.675000,0.2238,-0.3251,0.9011,0.984
0.679000,0.4520,0.0343,0.6783,0.816
0.684000,0.4551,0.1398,0.0628,0.480
0.688000,0.3077,0.1949,-0.3303,0.492
0.697000,0.1609,0.2522,-0.1744,0.346
0.698000,0.0841,0.2901,0.1772,0.350
0.703000,0.0772,0.3039,0.3820,0.494
0.708000,0.1044,0.3247,0.4022,0.527
0.715000,0.1246,0.3286,0.3071,0.467
0.717000,0.1425,0.3181,0.1949,0.399
0.722000,0.1843,0.2933,0.1063,0.362
0.726000,0.2401,0.2639,0.0412,0.359
0.732000,0.2885,0.2417,0.0000,0.376
0.736000,0.3054,0.2220,-0.0172,0.378
0.741000,0.3126,0.2144,-0.0105,0.379
0.751000,0.3050,0.2237,0.0152,0.379
0.755000,0.2806,0.2832,0.1221,0.417
0.766000,0.2706,0.3235,0.2381,0.484
0.767000,0.2678,0.3661,0.3631,0.581
0.770000,0.2818,0.3968,0.4802,0.684
0.775000,0.2956,0.4011,0.5655,0.754
0.783000,0.3210,0.3911,0.5978,0.783
0.784000,0.3797,0.3789,0.5960,0.802
0.789000,0.4453,0.3572,0.5533,0.795
0.795000,0.4864,0.3022,0.4891,0.753
0.798000,0.5078,0.2428,0.3963,0.688
0.804000,0.5239,0.1930,0.2751,0.622
0.808000,0.5514,0.1221,0.1332,0.580
0.813000,0.5592,0.0275,-0.0290,0.561
0.817000,0.5378,-0.0668,-0.1801,0.571
0.822000,0.4850,-0.1466,-0.3102,0.594
0.826000,0.4105,-0.2405,-0.3978,0.620
0.832000,0.3025,-0.3415,-0.4761,0.659
0.836000,0.1946,-0.4064,-0.5568,0.716
0.841000,0.1251,-0.4737,-0.6329,0.800
0.847000,0.0751,-0.5458,-0.7907,0.964
0.852000,-0.0320,-0.6154,-1.0017,1.176
0.855000,-0.1340,-0.6707,-1.2186,1.397
0.861000,-0.1806,-0.7284,-1.3629,1.556
0.870000,-0.2113,-0.8127,-1.4578,1.682
0.875000,-0.2983,-1.1125,-1.7814,2.121
0.885000,-0.2952,-1.2498,-1.9417,2.328
0.886000,-0.2664,-1.2896,-1.9648,2.365
0.890000,-0.2067,-1.2177,-1.8832,2.252
0.895000,-0.1399,-1.0725,-1.7709,2.075
0.904000,-0.1595,-0.8661,-1.5652,1.796
0.905000,-0.1963,-0.5722,-1.2182,1.360
0.908000,-0.3248,-0.2193,-0.6939,0.797
0.912000,-0.6033,0.1162,0.0540,0.617
0.917000,-0.8735,0.5036,1.0318,1.443
0.922000,-1.1139,0.9547,2.0202,2.497
0.926000,-1.3220,1.4288,2.4874,3.159
0.931000,-1.3688,1.8184,2.2744,3.218
0.936000,-1.2065,1.9779,1.8087,2.939
0.941000,-0.9361,1.9578,1.2650,2.512
0.948000,-0.6825,1.8925,0.5784,2.093
0.951000,-0.5425,1.6700,-0.1074,1.759
0.955000,-0.4858,1.2789,-0.8467,1.609
0.960000,-0.3596,0.9679,-1.5796,1.887
0.965000,-0.2024,0.7321,-2.2273,2.353
0.970000,-0.0331,0.5115,-2.9829,3.027
0.974000,0.1776,0.3009,-3.7506,3.767
0.983000,0.4137,0.0810,-4.3164,4.337
0.989000,0.5890,-0.1914,-4.5494,4.591
0.994000,0.6607,-0.7312,-3.9834,4.104
1.000000,0.7625,-0.8971,-3.1702,3.382
1.003000,1.0595,-0.9144,-2.1999,2.607
1.008000,1.4587,-0.7881,-1.2418,2.071
1.014000,1.8575,-0.5543,-0.3478,1.969
1.017000,2.1799,-0.3090,0.4521,2.248
1.022000,2.3568,-0.0737,1.1097,2.606
1.026000,2.3982,0.1132,1.5245,2.844
1.031000,2.3809,0.2279,1.7327,2.953
1.036000,2.3673,0.2894,1.8231,3.002
1.041000,2.3579,0.3193,1.7675,2.964
1.047000,2.3046,0.3224,1.5689,2.807
1.051000,2.1906,0.2486,1.2810,2.550
1.055000,2.0370,0.0862,0.9426,2.246
1.059000,1.8604,-0.0834,0.6141,1.961
1.064000,1.6726,-0.2314,0.3677,1.728
1.069000,1.5021,-0.3458,0.1941,1.554
1.074000,1.3561,-0.4076,0.0618,1.417
1.079000,1.2366,-0.4430,0.0018,1.314
1.084000,1.1581,-0.4640,-0.0125,1.248
1.088000,1.1229,-0.4659,-0.0027,1.216
1.093000,1.1430,-0.4320,0.0264,1.222
1.100000,1.2186,-0.3600,0.0605,1.272
1.109000,1.3194,-0.2741,0.0805,1.350
1.116000,1.3868,-0.2123,0.1199,1.408
1.117000,1.4182,-0.1911,0.1090,1.435
1.121000,1.4758,-0.1747,0.0934,1.489
1.126000,1.5283,-0.1821,0.1375,1.545
1.131000,1.5709,-0.2181,0.1362,1.592
1.135000,1.5913,-0.2443,0.0514,1.611
1.141000,1.6039,-0.2415,-0.0428,1.623
1.146000,1.6496,-0.2769,-0.1200,1.677
1.150000,1.6661,-0.3288,-0.1874,1.709
1.155000,1.6129,-0.3615,-0.2521,1.672
1.159000,1.5402,-0.3867,-0.3474,1.626
