time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.835000,-0.3958,-0.0787,1.0220,1.099
0.840000,-0.3681,-0.1094,1.0335,1.103
0.847000,-0.3435,-0.1392,1.0249,1.090
0.849000,-0.3437,-0.1703,0.9867,1.059
0.854000,-0.3733,-0.2170,0.9331,1.028
0.858000,-0.4132,-0.2769,0.9023,1.030
0.865000,-0.4513,-0.3262,0.8825,1.043
0.868000,-0.4949,-0.3766,0.8422,1.047
0.873000,-0.5921,-0.4211,0.7978,1.079
0.887000,-0.7750,-0.4436,0.7913,1.193
0.888000,-1.3177,-0.3735,0.7962,1.584
0.892000,-1.6375,-0.3477,0.7997,1.855
0.919000,-1.9557,-0.3598,0.7723,2.133
0.921000,-2.1770,-0.3595,0.6728,2.307
0.921000,-2.2725,-0.3489,0.5269,2.359
0.922000,-2.2707,-0.3564,0.3770,2.329
0.922000,-2.2428,-0.3720,0.2660,2.289
0.922000,-2.1904,-0.3808,0.2249,2.235
0.925000,-2.1055,-0.3848,0.2542,2.155
0.930000,-2.0138,-0.3882,0.3088,2.074
0.934000,-1.9409,-0.4171,0.3245,2.012
0.940000,-1.9319,-0.4856,0.2825,2.012
0.944000,-1.9771,-0.5698,0.2237,2.070
0.950000,-2.0408,-0.6316,0.2063,2.146
0.953000,-2.0965,-0.6712,0.2403,2.214
0.958000,-2.1419,-0.7029,0.2713,2.271
0.968000,-2.1699,-0.7197,0.2493,2.300
0.969000,-2.1659,-0.7240,0.1939,2.292
0.973000,-2.1276,-0.7228,0.1339,2.251
0.994000,-2.0666,-0.7210,0.1006,2.191
0.995000,-2.0261,-0.7089,0.1181,2.150
0.995000,-2.0108,-0.6842,0.1483,2.129
0.995000,-2.0016,-0.6662,0.1504,2.115
1.001000,-2.0002,-0.6662,0.1558,2.114
1.006000,-2.0698,-0.6683,0.1303,2.179
1.011000,-2.1149,-0.6485,0.1287,2.216
1.016000,-2.1476,-0.6284,0.1364,2.242
1.021000,-2.1799,-0.5985,0.1340,2.265
1.025000,-2.1757,-0.5394,0.1167,2.245
1.029000,-2.1471,-0.4680,0.0865,2.199
1.034000,-2.1273,-0.4128,0.0481,2.167
1.039000,-2.1020,-0.3810,-0.0350,2.137
1.044000,-2.0426,-0.3388,-0.1294,2.075
1.049000,-1.9726,-0.2815,-0.1418,1.998
1.053000,-1.9040,-0.2258,-0.1174,1.921
1.057000,-1.8271,-0.1835,-0.1113,1.840
1.065000,-1.7491,-0.1379,-0.1331,1.760
1.075000,-1.7086,-0.1059,-0.1705,1.720
1.075000,-1.7153,-0.1213,-0.1876,1.730
1.077000,-1.7290,-0.1650,-0.1888,1.747
1.082000,-1.7161,-0.1869,-0.1763,1.735
1.086000,-1.6696,-0.1990,-0.1691,1.690
1.092000,-1.6161,-0.2134,-0.1813,1.640
1.096000,-1.5889,-0.2372,-0.2320,1.623
1.101000,-1.5691,-0.2610,-0.3096,1.620
1.106000,-1.5518,-0.2753,-0.3538,1.615
1.110000,-1.5277,-0.2824,-0.3454,1.591
1.120000,-1.5135,-0.3113,-0.3128,1.577
1.125000,-1.4925,-0.3738,-0.3088,1.569
1.129000,-1.4624,-0.3839,-0.3354,1.549
1.134000,-1.4543,-0.4135,-0.3470,1.551
1.139000,-1.4588,-0.4483,-0.3797,1.573
1.145000,-1.4400,-0.4428,-0.4116,1.562
1.149000,-1.3812,-0.4163,-0.4116,1.500
1.153000,-1.2966,-0.3974,-0.3892,1.411
1.158000,-1.2052,-0.3932,-0.3684,1.320
1.166000,-1.1142,-0.3917,-0.3730,1.239
1.168000,-1.0089,-0.3712,-0.3597,1.134
1.172000,-0.8988,-0.3508,-0.3237,1.018
1.177000,-0.8029,-0.3282,-0.2744,0.910
1.182000,-0.7260,-0.3106,-0.2451,0.827
1.187000,-0.6680,-0.2954,-0.2502,0.772
1.192000,-0.6193,-0.2565,-0.2200,0.705
1.198000,-0.5891,-0.2104,-0.1496,0.643
1.200000,-0.5682,-0.1622,-0.1086,0.601
1.206000,-0.5685,-0.1380,-0.1308,0.599
1.210000,-0.5855,-0.1356,-0.1758,0.626
1.215000,-0.6003,-0.1190,-0.2224,0.651
1.220000,-0.6129,-0.0836,-0.2397,0.663
1.224000,-0.6283,-0.0581,-0.2329,0.673
1.230000,-0.6416,-0.0256,-0.2237,0.680
1.239000,-0.6510,0.0304,-0.2441,0.696
1.244000,-0.6247,0.1271,-0.4138,0.760
1.248000,-0.6060,0.1734,-0.5054,0.808
1.253000,-0.5900,0.2292,-0.5429,0.834
1.258000,-0.5766,0.2851,-0.5522,0.848
1.266000,-0.5559,0.3362,-0.5882,0.876
1.268000,-0.5063,0.4041,-0.6386,0.910
1.272000,-0.4495,0.4744,-0.6937,0.953
1.276000,-0.3973,0.5327,-0.7244,0.983
1.282000,-0.3379,0.5789,-0.6918,0.963
1.286000,-0.2787,0.6150,-0.6195,0.916
1.293000,-0.2249,0.6625,-0.5189,0.871
1.296000,-0.1692,0.7497,-0.3868,0.860
1.301000,-0.1096,0.8477,-0.2686,0.896
1.306000,-0.0366,0.9158,-0.2096,0.940
1.310000,0.0401,0.9710,-0.2124,0.995
1.315000,0.1135,0.9893,-0.2704,1.032
1.320000,0.1931,0.9663,-0.3581,1.048
1.324000,0.2934,0.9333,-0.4090,1.060
1.329000,0.4025,0.8881,-0.4071,1.057
1.334000,0.4797,0.8308,-0.3574,1.024
1.338000,0.5252,0.7685,-0.2987,0.978
1.345000,0.5386,0.7228,-0.2646,0.939
1.348000,0.5222,0.6934,-0.2434,0.902
1.358000,0.4906,0.6555,-0.2285,0.850
1.363000,0.4714,0.6860,-0.1637,0.848
1.369000,0.4814,0.7514,-0.1251,0.901
1.372000,0.5014,0.8420,-0.0813,0.983
1.378000,0.5317,0.9484,-0.0318,1.088
1.385000,0.5751,1.0516,-0.0001,1.199
1.386000,0.6508,1.1755,0.0212,1.344
1.391000,0.7352,1.3299,0.0494,1.520
1.396000,0.7664,1.4789,0.1014,1.669
1.400000,0.7324,1.6010,0.1847,1.770
1.405000,0.6523,1.6962,0.2709,1.837
1.410000,0.5547,1.7644,0.3624,1.885
1.415000,0.4538,1.7985,0.4304,1.904
1.420000,0.3351,1.8010,0.4961,1.898
1.424000,0.2056,1.7766,0.5762,1.879
1.430000,0.0724,1.7158,0.6630,1.841
1.434000,-0.0576,1.6450,0.7419,1.805
1.438000,-0.1721,1.5693,0.7979,1.769
1.444000,-0.2783,1.4504,0.8229,1.691
1.448000,-0.3711,1.3031,0.7803,1.564
1.453000,-0.4406,1.1443,0.7315,1.428
1.457000,-0.5010,0.9718,0.7308,1.315
1.465000,-0.5519,0.8096,0.7754,1.250
1.467000,-0.6074,0.6436,0.8170,1.204
1.477000,-0.6666,0.4456,0.8131,1.142
1.484000,-0.7110,0.0214,0.6882,0.990
1.486000,-0.7522,-0.2340,0.6288,1.008
1.491000,-0.7735,-0.5147,0.6111,1.112
1.496000,-0.7842,-0.7917,0.6164,1.273
1.500000,-0.7937,-1.0509,0.6357,1.462
1.505000,-0.8070,-1.2971,0.6960,1.679
1.509000,-0.8190,-1.4968,0.7574,1.867
1.515000,-0.8489,-1.6454,0.8159,2.023
1.520000,-0.8750,-1.7500,0.8481,2.132
1.524000,-0.8804,-1.8132,0.8232,2.177
1.529000,-0.8915,-1.8422,0.7966,2.196
1.533000,-0.9227,-1.8371,0.8044,2.208
1.538000,-0.9740,-1.8003,0.7989,2.197
1.545000,-1.0432,-1.7463,0.7801,2.179
1.548000,-1.1233,-1.6872,0.7983,2.178
1.552000,-1.1978,-1.5991,0.8679,2.178
1.557000,-1.2426,-1.4773,0.9458,2.150
1.566000,-1.2843,-1.3458,0.9985,2.111
1.567000,-1.3514,-1.2309,1.0233,2.095
1.572000,-1.4368,-1.1014,1.0461,2.091
1.576000,-1.5215,-0.9693,1.0381,2.081
1.581000,-1.5933,-0.8467,1.0159,2.071
1.586000,-1.6547,-0.7406,1.0270,2.084
1.596000,-1.7437,-0.6652,1.0684,2.151
1.601000,-1.9519,-0.5874,1.1165,2.324
1.605000,-2.0448,-0.5717,1.0654,2.376
1.609000,-2.1349,-0.5654,0.9989,2.424
1.614000,-2.2368,-0.6020,0.9597,2.507
1.620000,-2.3216,-0.6552,0.9454,2.591
1.623000,-2.3823,-0.7178,0.9465,2.662
1.629000,-2.4331,-0.7969,0.9605,2.734
1.633000,-2.4763,-0.8949,0.9901,2.813
1.638000,-2.5359,-1.0069,1.0376,2.919
1.644000,-2.5997,-1.1043,1.0552,3.015
1.648000,-2.6653,-1.1846,1.0333,3.094
1.652000,-2.7492,-1.2597,0.9813,3.179
1.657000,-2.8301,-1.3346,0.8941,3.254
1.662000,-2.8957,-1.4019,0.7812,3.311
1.667000,-2.9676,-1.4592,0.6590,3.372
1.671000,-3.0408,-1.5353,0.5588,3.452
1.676000,-3.1008,-1.6301,0.4734,3.535
1.682000,-3.1476,-1.7243,0.3862,3.610
1.686000,-3.2003,-1.8228,0.3239,3.697
1.690000,-3.2684,-1.9231,0.2774,3.802
1.696000,-3.3281,-2.0230,0.2348,3.902
1.700000,-3.3866,-2.1104,0.2112,3.996
1.705000,-3.4463,-2.1782,0.1925,4.081
1.714000,-3.4913,-2.2451,0.1867,4.155
1.719000,-3.5660,-2.3115,0.1864,4.254
1.723000,-3.5984,-2.3152,0.1462,4.281
1.730000,-3.6315,-2.3017,0.1092,4.301
1.734000,-3.6677,-2.2972,0.0921,4.329
1.738000,-3.7021,-2.2755,0.0566,4.346
1.745000,-3.7538,-2.2389,0.0146,4.371
1.747000,-3.8252,-2.2161,-0.0029,4.421
1.752000,-3.9021,-2.2095,-0.0224,4.484
1.757000,-3.9821,-2.1857,-0.0320,4.543
1.767000,-4.0628,-2.1303,-0.0415,4.588
1.767000,-4.1633,-2.0769,-0.0606,4.653
1.771000,-4.2428,-2.0396,-0.1159,4.709
1.777000,-4.2965,-2.0040,-0.1956,4.745
1.783000,-4.3529,-1.9678,-0.2569,4.784
1.786000,-4.4121,-1.9309,-0.2974,4.825
1.790000,-4.4429,-1.8932,-0.3336,4.841
1.796000,-4.4596,-1.8667,-0.3754,4.849
1.799000,-4.4672,-1.8466,-0.4081,4.851
1.804000,-4.4275,-1.8328,-0.4293,4.811
1.809000,-4.3716,-1.8326,-0.4124,4.758
1.816000,-4.3356,-1.8483,-0.3478,4.726
1.818000,-4.2741,-1.8561,-0.2760,4.668
1.823000,-4.1683,-1.8487,-0.2353,4.566
1.833000,-4.0479,-1.8426,-0.2059,4.452
1.837000,-3.9241,-1.7950,-0.0661,4.316
1.842000,-3.8856,-1.7135,0.0694,4.247
1.847000,-3.8942,-1.6172,0.1958,4.221
1.852000,-3.9093,-1.5061,0.2989,4.200
1.856000,-3.9212,-1.3874,0.3736,4.176
1.861000,-3.9273,-1.2370,0.4104,4.138
1.866000,-3.9536,-1.0669,0.4596,4.121
1.871000,-4.0119,-0.8984,0.5451,4.147
1.876000,-4.0877,-0.7219,0.6407,4.200
1.880000,-4.1591,-0.5062,0.7370,4.254
1.885000,-4.2283,-0.2010,0.8608,4.320
1.890000,-4.3046,0.2487,1.0151,4.430
1.896000,-4.4077,0.7757,1.2487,4.646
1.899000,-4.6123,1.2527,1.5620,5.028
1.904000,-4.8759,1.7417,1.8210,5.489
1.909000,-5.1126,2.3048,1.8938,5.919
1.914000,-5.3014,2.8389,1.8420,6.289
1.919000,-5.4496,3.2292,1.8536,6.600
1.923000,-5.5603,3.4901,1.9780,6.856
1.928000,-5.6239,3.7148,2.2001,7.090
1.934000,-5.6282,3.9515,2.4711,7.307
1.938000,-5.5564,4.1621,2.7255,7.458
1.942000,-5.4077,4.3469,2.9168,7.526
1.953000,-5.2212,4.5288,3.0420,7.552
1.957000,-5.0116,4.9276,3.4756,7.841
1.962000,-4.8817,5.1293,3.7196,7.998
1.967000,-4.7378,5.2971,3.8070,8.062
1.971000,-4.5968,5.3786,3.7422,8.004
1.976000,-4.4656,5.3717,3.5916,7.855
1.980000,-4.3182,5.2934,3.4197,7.639
1.985000,-4.1450,5.1152,3.3031,7.366
1.990000,-3.9628,4.8492,3.2593,7.060
1.996000,-3.7742,4.5150,3.2220,6.709
2.000000,-3.5648,4.1031,3.1853,6.300
2.005000,-3.3059,3.6521,3.1502,5.847
2.009000,-2.9950,3.2076,3.1445,5.399
2.013000,-2.6630,2.8009,3.1647,4.995
2.018000,-2.3241,2.4299,3.1713,4.622
2.023000,-1.9949,2.1233,3.1582,4.297
2.028000,-1.6947,1.8786,3.1480,4.039
2.033000,-1.4211,1.6956,3.1653,3.862
2.038000,-1.1505,1.5909,3.1628,3.723
2.042000,-0.8954,1.5472,3.1433,3.616
2.051000,-0.6825,1.5499,3.1281,3.557
2.052000,-0.5029,1.5864,3.1049,3.523
2.057000,-0.3213,1.6658,3.0830,3.519
2.062000,-0.1239,1.7900,3.0668,3.553
2.083000,0.1004,1.9340,3.0402,3.605
2.084000,0.4786,2.0866,3.0058,3.690
2.084000,0.7349,2.2183,2.9802,3.787
2.085000,0.9838,2.3528,2.9702,3.915
2.089000,1.2061,2.4896,2.9490,4.043
2.095000,1.4302,2.6072,2.9379,4.180
2.099000,1.6753,2.7005,2.9154,4.313
2.103000,1.9220,2.7839,2.8449,4.420
2.108000,2.1489,2.8404,2.7550,4.503
2.115000,2.3653,2.8745,2.6648,4.578
2.118000,2.5905,2.8910,2.5981,4.671
2.122000,2.8197,2.8945,2.5673,4.788
2.127000,3.0483,2.8898,2.5344,4.906
2.133000,3.2859,2.8767,2.4851,5.025
2.137000,3.5255,2.8362,2.4174,5.130
2.141000,3.7480,2.7896,2.3457,5.228
2.148000,3.9416,2.7344,2.2898,5.316
2.151000,4.1233,2.6731,2.2452,5.403
2.156000,4.3338,2.6247,2.1788,5.515
2.161000,4.5518,2.5723,2.0982,5.634
2.166000,4.7463,2.5182,2.0515,5.751
2.171000,4.9174,2.4792,2.0104,5.862
2.175000,5.0628,2.4526,1.9343,5.949
2.183000,5.1849,2.4240,1.8374,6.011
2.190000,5.2920,2.3853,1.7285,6.057
2.195000,5.4452,2.2347,1.5501,6.087
2.199000,5.5295,2.2013,1.4668,6.130
2.204000,5.6094,2.1581,1.3991,6.171
2.208000,5.6920,2.1194,1.3393,6.220
2.215000,5.7630,2.0971,1.2893,6.267
2.218000,5.8535,2.0648,1.2393,6.329
2.223000,5.9634,2.0346,1.1768,6.410
2.228000,6.0616,2.0160,1.1256,6.486
2.232000,6.1556,2.0137,1.0665,6.564
2.238000,6.2404,2.0325,0.9923,6.638
2.242000,6.3257,2.0485,0.9054,6.710
2.248000,6.4356,2.0544,0.8228,6.805
2.251000,6.5628,2.0741,0.7421,6.923
2.256000,6.6884,2.0980,0.6686,7.042
2.261000,6.7956,2.0949,0.6118,7.137
2.268000,6.8774,2.1005,0.5674,7.213
2.271000,6.9361,2.1122,0.5356,7.270
2.275000,7.0126,2.1133,0.5144,7.342
2.283000,7.0710,2.1299,0.5018,7.402
2.285000,7.1019,2.1645,0.5105,7.442
2.289000,7.1127,2.1954,0.5383,7.463
2.294000,7.1056,2.2345,0.5329,7.468
2.299000,7.0905,2.2722,0.5159,7.464
2.308000,7.0614,2.3025,0.5259,7.446
2.314000,7.0004,2.4031,0.5676,7.423
2.318000,6.9670,2.4810,0.5758,7.418
2.322000,6.9063,2.5647,0.5529,7.388
2.327000,6.8087,2.6638,0.5464,7.332
2.332000,6.7051,2.7787,0.5127,7.276
2.337000,6.6027,2.8876,0.4582,7.221
2.341000,6.4967,2.9789,0.4449,7.161
2.350000,6.3797,3.0930,0.4823,7.106
2.352000,6.2614,3.2183,0.5342,7.060
2.356000,6.1418,3.3354,0.5500,7.011
2.361000,6.0110,3.4492,0.5223,6.950
2.366000,5.8882,3.5669,0.4746,6.901
2.370000,5.7636,3.6762,0.4497,6.851
2.375000,5.6157,3.7892,0.4811,6.792
2.388000,5.4564,3.9177,0.5210,6.737
2.390000,5.2976,4.0593,0.5265,6.695
2.391000,5.1392,4.1947,0.4930,6.652
2.394000,4.9930,4.3025,0.4421,6.606
2.416000,4.8591,4.3827,0.3958,6.556
2.418000,4.7325,4.4687,0.3688,6.519
2.418000,4.6061,4.5654,0.3614,6.495
2.419000,4.4846,4.6396,0.3502,6.462
2.419000,4.3632,4.6914,0.2971,6.414
2.427000,4.2361,4.7452,0.2106,6.364
2.431000,4.0877,5.1074,0.0750,6.542
2.436000,3.9348,5.3092,0.2012,6.611
2.441000,3.7078,5.4797,0.4935,6.635
2.449000,3.4496,5.6787,0.8154,6.694
2.451000,3.1528,5.8652,1.0591,6.743
2.455000,2.8145,5.9980,1.1260,6.721
2.460000,2.4824,6.0820,0.9842,6.642
2.466000,2.2207,6.1006,0.8032,6.542
2.470000,2.0702,6.0998,0.7721,6.488
2.476000,2.0023,6.1184,0.8839,6.498
2.479000,1.9500,6.0900,1.0287,6.477
2.486000,1.8562,6.0054,1.0721,6.377
2.490000,1.6922,5.8602,0.9489,6.173
2.493000,1.5176,5.6593,0.7208,5.903
2.504000,1.3614,5.4388,0.5189,5.631
2.505000,1.1971,5.2134,0.4007,5.364
2.508000,1.0250,4.9617,0.3277,5.077
2.512000,0.8500,4.6771,0.2449,4.760
2.517000,0.6747,4.3645,0.1623,4.419
2.522000,0.4993,4.0052,0.1089,4.038
2.527000,0.3481,3.6116,0.0590,3.629
2.532000,0.2430,3.2392,0.0253,3.248
2.537000,0.1676,2.9075,0.0397,2.913
2.548000,0.0714,2.6065,0.0902,2.609
2.551000,-0.0662,2.1528,0.2026,2.163
2.555000,-0.1534,1.9466,0.2674,1.971
2.560000,-0.2621,1.8057,0.3761,1.863
2.565000,-0.3922,1.7206,0.5242,1.841
2.570000,-0.5486,1.6957,0.6592,1.900
2.574000,-0.7318,1.7329,0.7309,2.018
2.580000,-0.9394,1.8153,0.7460,2.176
2.585000,-1.1478,1.9236,0.7592,2.365
2.589000,-1.3136,2.0362,0.7770,2.545
2.593000,-1.4321,2.1463,0.7916,2.699
2.599000,-1.5675,2.2275,0.8551,2.855
2.603000,-1.7342,2.3039,0.9767,3.045
2.608000,-1.9199,2.3945,1.1078,3.263
2.612000,-2.1292,2.5043,1.1688,3.489
2.617000,-2.3525,2.6210,1.1397,3.702
2.622000,-2.6087,2.7183,1.0723,3.917
2.627000,-2.8499,2.8152,1.0020,4.129
2.631000,-3.0593,2.8973,0.9137,4.311
2.636000,-3.2511,2.9287,0.8138,4.451
2.641000,-3.4273,2.8997,0.6970,4.543
2.646000,-3.5831,2.7867,0.6060,4.579
2.652000,-3.7325,2.6015,0.6078,4.590
2.656000,-3.8734,2.3656,0.6862,4.590
2.665000,-3.9767,2.0848,0.8047,4.562
2.671000,-3.9854,1.4808,1.0228,4.373
2.674000,-4.0307,1.1639,1.0997,4.337
2.680000,-4.0672,0.8539,1.1555,4.314
2.686000,-4.0853,0.5532,1.1546,4.281
2.689000,-4.0684,0.2880,1.1166,4.229
2.694000,-4.0380,0.0581,1.0558,4.174
2.700000,-4.0039,-0.1580,0.9867,4.127
2.703000,-3.9590,-0.3774,0.9333,4.085
2.708000,-3.9154,-0.5879,0.8885,4.058
2.712000,-3.8708,-0.7851,0.8619,4.043
