time,ax,ay,az
2019-11-21 14:9:27.0440,0.14,-0.31,-0.07
2019-11-21 14:9:27.1440,-0.36,0.63,0.1
2019-11-21 14:9:27.2450,-2.63,0.58,0.45
2019-11-21 14:9:27.3440,0.27,1.14,-0.12
2019-11-21 14:9:27.4450,0.5,-0.12,-0.07
2019-11-21 14:9:27.5450,-0.02,0.09,-0.13
2019-11-21 14:9:27.6450,-0.03,-0.0,-0.02
2019-11-21 14:9:27.7450,0.3,0.28,0.06
2019-11-21 14:9:27.8450,1.38,0.92,-0.41
2019-11-21 14:9:27.9450,0.6,0.4,-0.25
2019-11-21 14:9:28.0450,1.24,-0.44,-0.49
2019-11-21 14:9:28.1450,0.29,0.01,-0.13
2019-11-21 14:9:28.2450,-0.83,1.3,0.55
2019-11-21 14:9:28.3450,-2.25,0.38,0.38
2019-11-21 14:9:28.4450,0.05,-0.13,0.32
2019-11-21 14:9:28.5450,0.43,0.11,-0.06
2019-11-21 14:9:28.6450,0.09,0.02,-0.15
2019-11-21 14:9:28.7450,0.05,0.08,-0.07
2019-11-21 14:9:28.8450,0.33,0.32,-0.04
2019-11-21 14:9:28.9450,1.67,1.15,-0.21
2019-11-21 14:9:29.0450,-0.47,0.54,-0.35
2019-11-21 14:9:29.1450,0.94,-0.21,-0.44
2019-11-21 14:9:29.2460,0.37,0.0,-0.26
2019-11-21 14:9:29.3460,-0.89,1.38,0.32
2019-11-21 14:9:29.4450,-2.11,0.83,0.81
2019-11-21 14:9:29.5450,-1.26,-0.73,0.23
2019-11-21 14:9:29.6460,-0.46,0.09,-0.21
2019-11-21 14:9:29.7460,0.01,0.04,-0.11
2019-11-21 14:9:29.8460,0.17,-0.13,-0.13
2019-11-21 14:9:29.9460,0.31,0.34,0.08
2019-11-21 14:9:30.0460,1.54,1.5,-0.07
2019-11-21 14:9:30.1460,-0.36,0.13,-0.43
2019-11-21 14:9:30.2460,0.59,-0.36,-0.27
2019-11-21 14:9:30.3460,0.06,0.37,-0.06
2019-11-21 14:9:30.4460,-1.56,1.45,0.42
2019-11-21 14:9:30.5460,0.7,0.47,1.48
2019-11-21 14:9:30.6460,-1.02,0.23,-0.02
2019-11-21 14:9:30.7460,-0.18,-0.08,-0.15
2019-11-21 14:9:30.8460,0.07,0.05,-0.21
2019-11-21 14:9:30.9460,0.21,0.08,-0.06
2019-11-21 14:9:31.0460,0.71,0.63,-0.21
2019-11-21 14:9:31.1460,1.72,0.24,-0.7
2019-11-21 14:9:31.2470,0.98,-0.91,-0.34
2019-11-21 14:9:31.3470,0.2,-0.32,-0.05
2019-11-21 14:9:31.4470,-0.44,0.94,0.2
2019-11-21 14:9:31.5470,-2.72,0.55,0.35
2019-11-21 14:9:31.6470,0.73,0.61,0.14
2019-11-21 14:9:31.7470,0.62,0.06,-0.11
2019-11-21 14:9:31.8470,0.06,0.07,-0.07
2019-11-21 14:9:31.9470,0.03,0.04,-0.0
2019-11-21 14:9:32.0470,0.26,0.28,0.09
2019-11-21 14:9:32.1470,1.64,1.29,-0.55
2019-11-21 14:9:32.2470,-0.05,0.68,-0.3
2019-11-21 14:9:32.3470,0.97,-0.4,-0.43
2019-11-21 14:9:32.4470,0.43,-0.06,-0.2
2019-11-21 14:9:32.5470,-0.9,1.25,0.47
2019-11-21 14:9:32.6470,-1.8,0.9,0.14
2019-11-21 14:9:32.7470,-1.78,-0.28,0.14
2019-11-21 14:9:32.8470,-0.46,-0.06,0.06
2019-11-21 14:9:32.9470,-0.11,-0.02,-0.11
2019-11-21 14:9:33.0470,0.13,-0.01,-0.09
2019-11-21 14:9:33.1470,0.47,0.41,-0.1
2019-11-21 14:9:33.2470,1.76,1.51,-0.04
2019-11-21 14:9:33.3470,-0.13,0.04,-0.44
2019-11-21 14:9:33.4480,0.58,-0.43,-0.36
2019-11-21 14:9:33.5480,0.03,0.29,-0.28
2019-11-21 14:9:33.6480,-1.38,1.38,0.42
2019-11-21 14:9:33.7480,-0.06,0.56,0.87
2019-11-21 14:9:33.8480,-1.31,-0.34,-0.18
2019-11-21 14:9:33.9480,-0.16,-0.08,-0.19
2019-11-21 14:9:34.0480,0.06,0.14,-0.05
2019-11-21 14:9:34.1480,0.18,0.09,-0.06
2019-11-21 14:9:34.2480,0.75,0.52,-0.15
