time,ax,ay,az
2019-11-21 14:26:37.5710,0.01,0.0,-0.01
2019-11-21 14:26:37.6710,0.01,-0.0,-0.0
2019-11-21 14:26:37.7720,-0.01,0.0,-0.01
2019-11-21 14:26:37.8710,-0.0,-0.0,-0.0
2019-11-21 14:26:37.9720,-0.0,-0.0,-0.01
2019-11-21 14:26:38.0720,-0.0,-0.0,-0.01
2019-11-21 14:26:38.1720,0.01,0.01,-0.0
2019-11-21 14:26:38.2720,0.01,0.01,-0.03
2019-11-21 14:26:38.3720,-0.05,-0.02,-0.0
2019-11-21 14:26:38.4720,-0.0,-0.03,-0.07
2019-11-21 14:26:38.5720,-0.02,-0.04,0.05
2019-11-21 14:26:38.6720,-0.04,-0.07,0.01
2019-11-21 14:26:38.7720,-0.53,0.1,0.24
2019-11-21 14:26:38.8720,0.65,0.16,-0.07
2019-11-21 14:26:38.9720,0.02,0.01,-0.01
2019-11-21 14:26:39.0730,0.02,0.09,0.09
2019-11-21 14:26:39.1730,-0.04,-0.11,-0.13
2019-11-21 14:26:39.2730,-0.04,0.02,0.01
2019-11-21 14:26:39.3730,0.04,0.04,-0.03
2019-11-21 14:26:39.4730,0.14,0.16,-0.52
2019-11-21 14:26:39.5730,0.15,0.08,-0.24
2019-11-21 14:26:39.6730,-0.65,-0.03,-0.03
2019-11-21 14:26:39.7730,-0.83,-0.23,-0.07
2019-11-21 14:26:39.8730,-0.3,0.0,0.13
2019-11-21 14:26:39.9730,0.19,0.18,0.25
2019-11-21 14:26:40.0730,1.88,0.79,-0.12
2019-11-21 14:26:40.1740,0.11,0.23,0.27
2019-11-21 14:26:40.2730,0.0,0.13,0.07
2019-11-21 14:26:40.3730,-0.08,0.02,-0.15
2019-11-21 14:26:40.4740,-0.04,-0.01,-0.09
2019-11-21 14:26:40.5740,-0.27,0.18,0.23
2019-11-21 14:26:40.6740,-1.25,1.12,0.11
2019-11-21 14:26:40.7740,-0.81,0.33,-0.28
2019-11-21 14:26:40.8740,-0.68,-0.22,-0.36
2019-11-21 14:26:40.9740,-0.01,0.43,-0.29
2019-11-21 14:26:41.0740,1.94,1.78,-0.75
2019-11-21 14:26:41.1740,1.77,1.09,0.98
2019-11-21 14:26:41.2740,-0.27,0.6,0.27
2019-11-21 14:26:41.3740,-0.35,-0.09,-0.15
2019-11-21 14:26:41.4740,0.02,-0.09,0.05
2019-11-21 14:26:41.5740,-0.22,0.29,0.14
2019-11-21 14:26:41.6740,-1.52,0.89,0.42
2019-11-21 14:26:41.7740,-0.69,0.15,-0.37
2019-11-21 14:26:41.8740,-0.7,-0.31,-0.37
2019-11-21 14:26:41.9750,-0.28,0.33,-0.38
2019-11-21 14:26:42.0750,1.2,1.87,-0.62
2019-11-21 14:26:42.1740,2.48,0.5,0.18
2019-11-21 14:26:42.2750,1.84,-0.08,0.09
2019-11-21 14:26:42.3750,0.18,0.2,0.21
2019-11-21 14:26:42.4750,0.07,0.09,0.15
2019-11-21 14:26:42.5750,-0.03,-0.05,-0.11
2019-11-21 14:26:42.6750,-0.43,0.49,0.28
2019-11-21 14:26:42.7750,-1.67,1.37,-0.0
2019-11-21 14:26:42.8750,-1.59,-0.57,-0.06
2019-11-21 14:26:42.9750,-0.43,-0.2,-0.28
2019-11-21 14:26:43.0750,0.0,1.05,-0.49
2019-11-21 14:26:43.1750,2.76,0.91,-0.16
2019-11-21 14:26:43.2750,0.51,0.39,0.39
2019-11-21 14:26:43.3750,-0.47,-0.1,-0.07
2019-11-21 14:26:43.4760,-0.09,-0.02,-0.05
2019-11-21 14:26:43.5760,0.03,-0.01,-0.02
2019-11-21 14:26:43.6760,-0.15,0.08,0.13
2019-11-21 14:26:43.7760,-1.77,1.42,0.03
2019-11-21 14:26:43.8760,-0.14,0.2,-0.66
2019-11-21 14:26:43.9760,-0.57,-0.43,-0.28
2019-11-21 14:26:44.0760,-0.26,0.33,-0.11
2019-11-21 14:26:44.1760,1.61,1.84,-0.3
2019-11-21 14:26:44.2760,2.1,0.96,-0.17
2019-11-21 14:26:44.3760,1.79,0.25,-0.12
2019-11-21 14:26:44.4760,0.32,0.22,0.05
2019-11-21 14:26:44.5760,-0.08,0.03,-0.12
2019-11-21 14:26:44.6760,-0.17,0.05,0.01
2019-11-21 14:26:44.7760,-0.36,0.47,0.27
2019-11-21 14:26:44.8760,-1.63,1.42,-0.47
2019-11-21 14:26:44.9770,-1.4,-0.64,-0.22
2019-11-21 14:26:45.0770,-0.42,-0.12,-0.13
2019-11-21 14:26:45.1770,-0.08,0.36,-0.22
2019-11-21 14:26:45.2770,2.03,1.51,-0.16
2019-11-21 14:26:45.3770,-1.1,1.33,0.46
2019-11-21 14:26:45.4770,-0.13,0.51,0.12
2019-11-21 14:26:45.5770,-0.14,0.07,-0.01
2019-11-21 14:26:45.6770,0.03,-0.05,-0.03
2019-11-21 14:26:45.7770,-0.14,0.13,0.04
2019-11-21 14:26:45.8770,-0.89,0.65,0.41
2019-11-21 14:26:45.9770,-1.52,0.52,-0.21
2019-11-21 14:26:46.0770,-1.07,-0.44,-0.05
2019-11-21 14:26:46.1770,-0.47,-0.23,-0.12
2019-11-21 14:26:46.2770,0.22,1.65,-0.17
2019-11-21 14:26:46.3770,3.91,0.59,-0.3
2019-11-21 14:26:46.4780,2.13,0.21,-1.58
2019-11-21 14:26:46.5780,0.45,0.24,-0.05
2019-11-21 14:26:46.6780,-0.0,0.03,-0.13
2019-11-21 14:26:46.7780,-0.08,0.07,-0.02
2019-11-21 14:26:46.8780,-0.39,0.49,0.31
2019-11-21 14:26:46.9780,-1.47,1.3,-0.4
2019-11-21 14:26:47.0780,-1.56,-0.74,-0.04
2019-11-21 14:26:47.1780,-0.49,-0.13,-0.23
2019-11-21 14:26:47.2780,-0.12,0.82,-0.3
2019-11-21 14:26:47.3780,2.87,0.97,-0.21
2019-11-21 14:26:47.4780,0.48,0.25,0.36
2019-11-21 14:26:47.5790,-0.01,-0.04,-0.1
2019-11-21 14:26:47.6790,-0.03,0.06,-0.05
2019-11-21 14:26:47.7790,-0.05,-0.2,-0.11
2019-11-21 14:26:47.8790,-0.23,0.13,0.15
2019-11-21 14:26:47.9790,-1.8,1.52,0.04
2019-11-21 14:26:48.0790,-0.53,0.15,-0.29
2019-11-21 14:26:48.1790,-0.76,-0.43,-0.25
2019-11-21 14:26:48.2790,-0.2,0.35,-0.24
2019-11-21 14:26:48.3790,2.02,1.85,-0.45
2019-11-21 14:26:48.4790,0.27,1.46,0.91
2019-11-21 14:26:48.5790,-0.16,0.24,0.38
2019-11-21 14:26:48.6790,-0.24,0.02,-0.16
2019-11-21 14:26:48.7790,-0.04,0.07,0.07
2019-11-21 14:26:48.8790,-0.1,0.11,0.02
2019-11-21 14:26:48.9790,-0.8,0.53,0.22
2019-11-21 14:26:49.0790,-2.3,0.33,-0.19
2019-11-21 14:26:49.1790,-1.26,-0.46,-0.02
2019-11-21 14:26:49.2790,-0.55,-0.08,-0.1
2019-11-21 14:26:49.3790,0.41,1.29,-0.43
2019-11-21 14:26:49.4790,2.62,0.59,-0.15
2019-11-21 14:26:49.5800,0.9,-0.38,-0.83
2019-11-21 14:26:49.6800,0.38,0.13,0.15
2019-11-21 14:26:49.7800,-0.08,0.16,0.14
2019-11-21 14:26:49.8800,-0.18,-0.04,-0.15
2019-11-21 14:26:49.9800,-0.3,0.34,0.29
2019-11-21 14:26:50.0800,-1.96,1.25,-0.04
2019-11-21 14:26:50.1800,-1.61,-0.62,-0.05
2019-11-21 14:26:50.2800,-0.64,-0.28,0.03
2019-11-21 14:26:50.3810,-0.07,0.79,-0.23
2019-11-21 14:26:50.4800,2.93,1.06,-0.03
2019-11-21 14:26:50.5800,1.28,0.21,0.56
2019-11-21 14:26:50.6800,-0.05,0.0,-0.02
2019-11-21 14:26:50.7810,-0.03,0.03,-0.12
2019-11-21 14:26:50.8810,-0.14,-0.12,-0.09
2019-11-21 14:26:50.9810,-0.25,0.06,0.09
2019-11-21 14:26:51.0810,-1.57,1.43,0.04
2019-11-21 14:26:51.1810,0.01,0.1,-0.76
2019-11-21 14:26:51.2810,-0.76,-0.39,-0.19
2019-11-21 14:26:51.3810,-0.35,0.25,0.25
2019-11-21 14:26:51.4810,1.68,1.78,-0.47
2019-11-21 14:26:51.5810,1.64,1.05,0.19
2019-11-21 14:26:51.6810,0.11,0.47,0.11
2019-11-21 14:26:51.7810,-0.17,0.03,-0.14
2019-11-21 14:26:51.8810,0.0,0.11,0.12
2019-11-21 14:26:51.9820,-0.15,0.0,-0.15
2019-11-21 14:26:52.0810,-0.68,0.56,0.28
2019-11-21 14:26:52.1810,-2.26,0.57,-0.11
2019-11-21 14:26:52.2820,-1.65,-0.67,0.15
2019-11-21 14:26:52.3820,-0.54,-0.25,-0.11
2019-11-21 14:26:52.4820,0.14,1.12,-0.43
2019-11-21 14:26:52.5810,3.11,0.93,-0.16
2019-11-21 14:26:52.6820,0.93,0.42,-1.45
2019-11-21 14:26:52.7820,0.26,0.13,-0.08
2019-11-21 14:26:52.8820,-0.08,0.08,-0.05
2019-11-21 14:26:52.9820,-0.09,-0.06,-0.16
2019-11-21 14:26:53.0820,-0.36,0.33,0.15
2019-11-21 14:26:53.1820,-1.77,1.82,-0.43
2019-11-21 14:26:53.2820,-1.36,0.11,-0.64
2019-11-21 14:26:53.3820,-0.57,-0.13,-0.23
2019-11-21 14:26:53.4820,-0.05,0.54,0.01
2019-11-21 14:26:53.5820,2.56,1.32,-0.26
2019-11-21 14:26:53.6820,-1.16,1.39,1.13
2019-11-21 14:26:53.7830,-0.53,-0.06,0.15
