,time,x_accel,y_accel,z_accel,tester
0,8.67915967868153,0.891784387357169,0.5464707931437849,0.3160280440683727,3
1,8.679114158175764,0.977096736994253,0.5970613991720372,0.31172640971699883,3
2,8.679395474448144,1.0334840572278006,0.7113331933269041,0.3883140473007685,3
3,8.679063720981015,1.1656666955176422,0.5868083190825447,0.3741790329747897,3
4,8.679247222423431,1.0454253394997792,0.5796473152128324,0.4634253543838981,3
5,8.680260807199783,1.1087107877734876,0.6104154286555111,0.38878964343850403,3
6,8.679313501248922,0.28811352741979035,0.27303434717635006,0.1577613879198412,3
7,8.679131538365546,0.28374556410718005,0.28069565398706137,0.1705878746143476,3
8,8.679097282638274,0.26283746901280436,0.2544839883655712,0.14282070055969193,3
9,8.679277467525761,0.30938215843097183,0.2906638616865263,0.13093984934754277,3
10,8.679195865036245,0.3346371668610887,0.2827914898929118,0.13127110330953481,3
11,8.678838916270863,0.2980601646671809,0.26990903129165233,0.13840809788721936,3
