time,ax,ay,az
2019-11-21 14:18:22.0110,0.0,-0.01,0.01
2019-11-21 14:18:22.1110,0.0,-0.0,-0.03
2019-11-21 14:18:22.2110,0.01,-0.0,-0.0
2019-11-21 14:18:22.3110,0.0,0.0,-0.02
2019-11-21 14:18:22.4110,-0.0,-0.01,-0.01
2019-11-21 14:18:22.5110,0.0,-0.0,-0.01
2019-11-21 14:18:22.6110,0.0,-0.0,-0.01
2019-11-21 14:18:22.7110,0.0,-0.0,0.01
2019-11-21 14:18:22.8120,-0.0,0.0,-0.01
2019-11-21 14:18:22.9110,-0.0,-0.0,-0.0
2019-11-21 14:18:23.0120,-0.0,-0.0,-0.02
2019-11-21 14:18:23.1120,0.0,0.0,-0.01
2019-11-21 14:18:23.2120,0.0,-0.0,-0.01
2019-11-21 14:18:23.3120,0.0,-0.01,0.0
2019-11-21 14:18:23.4120,0.01,-0.01,0.0
2019-11-21 14:18:23.5120,-0.0,-0.02,0.01
2019-11-21 14:18:23.6120,-0.11,0.04,-0.02
2019-11-21 14:18:23.7120,0.04,-0.06,-0.06
2019-11-21 14:18:23.8120,0.0,0.08,0.09
2019-11-21 14:18:23.9120,0.07,0.06,0.08
2019-11-21 14:18:24.0120,0.08,-0.01,0.37
2019-11-21 14:18:24.1120,0.18,0.07,0.34
2019-11-21 14:18:24.2130,0.1,0.21,-0.03
2019-11-21 14:18:24.3120,-0.04,0.28,0.22
2019-11-21 14:18:24.4120,-0.33,0.26,-0.07
2019-11-21 14:18:24.5120,-0.5,0.27,-0.43
2019-11-21 14:18:24.6120,-0.26,-0.03,-0.56
2019-11-21 14:18:24.7130,-0.71,-0.7,-0.11
2019-11-21 14:18:24.8130,-0.42,-0.58,-0.01
2019-11-21 14:18:24.9130,-0.31,-0.15,0.27
2019-11-21 14:18:25.0130,-0.22,0.0,-0.22
2019-11-21 14:18:25.1130,-0.37,0.2,-0.17
2019-11-21 14:18:25.2130,-0.23,0.25,-0.1
2019-11-21 14:18:25.3130,-0.2,0.29,-0.06
2019-11-21 14:18:25.4130,0.48,0.44,0.13
2019-11-21 14:18:25.5130,0.64,0.29,0.08
2019-11-21 14:18:25.6130,0.32,0.17,0.19
2019-11-21 14:18:25.7130,-0.33,0.19,-0.14
2019-11-21 14:18:25.8130,-0.22,0.64,-0.0
2019-11-21 14:18:25.9130,-0.65,-0.22,-0.46
2019-11-21 14:18:26.0130,-0.24,-0.64,0.02
2019-11-21 14:18:26.1130,-0.3,-0.73,-0.04
2019-11-21 14:18:26.2130,-0.36,-0.26,0.08
2019-11-21 14:18:26.3130,-0.38,0.23,-0.18
2019-11-21 14:18:26.4140,-0.18,0.32,-0.27
2019-11-21 14:18:26.5140,0.04,0.34,-0.28
2019-11-21 14:18:26.6140,0.43,0.1,-0.17
2019-11-21 14:18:26.7140,0.52,0.11,0.07
2019-11-21 14:18:26.8140,0.26,0.47,0.1
2019-11-21 14:18:26.9140,-0.11,0.54,0.01
2019-11-21 14:18:27.0140,-0.35,0.18,-0.28
2019-11-21 14:18:27.1140,0.03,-0.4,-0.25
2019-11-21 14:18:27.2140,0.1,-0.49,-0.12
2019-11-21 14:18:27.3140,-0.44,-0.33,0.06
2019-11-21 14:18:27.4140,-0.46,-0.02,-0.15
2019-11-21 14:18:27.5140,-0.43,-0.06,-0.17
2019-11-21 14:18:27.6140,-0.07,0.01,-0.31
2019-11-21 14:18:27.7140,0.28,0.11,-0.33
2019-11-21 14:18:27.8140,0.39,0.14,-0.1
2019-11-21 14:18:27.9140,0.19,0.48,-0.2
2019-11-21 14:18:28.0140,0.17,0.42,-0.18
2019-11-21 14:18:28.1140,-0.14,-0.0,-0.01
2019-11-21 14:18:28.2140,0.08,-0.35,-0.18
2019-11-21 14:18:28.3150,-0.11,-0.37,-0.08
2019-11-21 14:18:28.4150,-0.5,-0.26,0.12
2019-11-21 14:18:28.5150,-0.52,0.03,-0.17
2019-11-21 14:18:28.6150,-0.44,0.1,-0.0
2019-11-21 14:18:28.7150,0.02,-0.11,-0.36
2019-11-21 14:18:28.8150,0.27,0.07,-0.2
2019-11-21 14:18:28.9150,0.37,0.21,-0.14
2019-11-21 14:18:29.0150,0.15,0.57,-0.08
2019-11-21 14:18:29.1150,-0.05,0.43,0.08
2019-11-21 14:18:29.2150,0.27,-0.02,-0.03
2019-11-21 14:18:29.3150,0.27,-0.26,-0.24
2019-11-21 14:18:29.4150,-0.34,-0.37,-0.1
2019-11-21 14:18:29.5150,-0.73,-0.13,0.02
2019-11-21 14:18:29.6150,-0.5,-0.13,0.04
2019-11-21 14:18:29.7150,-0.04,0.01,-0.13
2019-11-21 14:18:29.8150,0.23,-0.14,-0.17
2019-11-21 14:18:29.9160,0.2,-0.04,-0.06
2019-11-21 14:18:30.0160,0.13,0.31,-0.08
2019-11-21 14:18:30.1160,0.0,0.44,0.07
2019-11-21 14:18:30.2160,0.0,0.23,0.06
2019-11-21 14:18:30.3160,0.26,-0.1,-0.24
2019-11-21 14:18:30.4160,0.05,-0.3,-0.09
2019-11-21 14:18:30.5160,-0.39,-0.29,0.17
2019-11-21 14:18:30.6160,-0.38,0.25,0.0
2019-11-21 14:18:30.7160,-0.2,-0.1,-0.06
2019-11-21 14:18:30.8160,-0.02,-0.23,-0.37
2019-11-21 14:18:30.9160,0.04,-0.3,0.04
2019-11-21 14:18:31.0160,0.18,-0.05,0.02
2019-11-21 14:18:31.1160,-0.02,0.3,0.06
2019-11-21 14:18:31.2160,0.11,0.3,-0.19
2019-11-21 14:18:31.3160,0.06,0.07,0.04
2019-11-21 14:18:31.4160,0.26,-0.24,-0.18
2019-11-21 14:18:31.5160,-0.16,-0.34,-0.08
2019-11-21 14:18:31.6160,-0.41,-0.23,0.17
2019-11-21 14:18:31.7170,-0.46,0.13,-0.13
2019-11-21 14:18:31.8160,-0.36,0.11,-0.07
2019-11-21 14:18:31.9160,0.08,-0.13,-0.3
2019-11-21 14:18:32.0160,0.21,-0.01,-0.03
2019-11-21 14:18:32.1160,0.21,0.24,-0.1
2019-11-21 14:18:32.2170,0.17,0.69,-0.07
2019-11-21 14:18:32.3170,-0.2,0.45,-0.07
2019-11-21 14:18:32.4170,0.29,-0.02,-0.05
2019-11-21 14:18:32.5170,0.22,-0.25,-0.13
2019-11-21 14:18:32.6170,-0.25,-0.4,-0.1
2019-11-21 14:18:32.7170,-0.63,-0.09,0.06
2019-11-21 14:18:32.8170,-0.47,-0.22,-0.02
2019-11-21 14:18:32.9170,-0.38,0.13,-0.09
2019-11-21 14:18:33.0170,0.17,-0.09,-0.25
2019-11-21 14:18:33.1170,0.2,0.03,0.08
2019-11-21 14:18:33.2170,0.32,0.26,-0.09
2019-11-21 14:18:33.3170,0.13,0.65,-0.06
2019-11-21 14:18:33.4170,-0.12,0.36,-0.03
2019-11-21 14:18:33.5170,0.24,-0.06,-0.09
2019-11-21 14:18:33.6170,0.04,-0.29,-0.1
2019-11-21 14:18:33.7170,-0.31,-0.35,-0.01
2019-11-21 14:18:33.8180,-0.69,-0.09,0.19
2019-11-21 14:18:33.9180,-0.39,-0.16,-0.15
2019-11-21 14:18:34.0180,-0.14,-0.05,-0.13
2019-11-21 14:18:34.1180,0.11,-0.2,-0.1
2019-11-21 14:18:34.2180,0.24,0.07,-0.08
2019-11-21 14:18:34.3180,0.18,0.33,-0.1
2019-11-21 14:18:34.4180,0.15,0.66,-0.06
2019-11-21 14:18:34.5180,0.02,0.29,0.03
2019-11-21 14:18:34.6180,0.34,-0.16,-0.12
2019-11-21 14:18:34.7180,-0.06,-0.25,-0.11
2019-11-21 14:18:34.8180,-0.45,-0.25,-0.04
2019-11-21 14:18:34.9180,-0.7,-0.09,0.19
2019-11-21 14:18:35.0180,-0.51,-0.11,0.0
2019-11-21 14:18:35.1180,-0.05,-0.1,-0.31
2019-11-21 14:18:35.2180,0.17,-0.1,-0.02
2019-11-21 14:18:35.3180,0.32,0.06,-0.04
2019-11-21 14:18:35.4180,0.08,0.51,-0.13
2019-11-21 14:18:35.5180,0.23,0.46,-0.18
2019-11-21 14:18:35.6190,0.1,0.05,0.21
2019-11-21 14:18:35.7180,0.21,-0.2,-0.14
2019-11-21 14:18:35.8190,-0.12,-0.31,-0.11
2019-11-21 14:18:35.9190,-0.56,-0.33,0.17
