time,ax,ay,az
2019-11-21 14:7:52.9960,-0.2,0.29,0.0
2019-11-21 14:7:53.0960,-0.11,0.49,-0.13
2019-11-21 14:7:53.1960,0.11,0.26,-0.16
2019-11-21 14:7:53.2960,-0.08,-0.2,0.09
2019-11-21 14:7:53.3960,-0.1,-0.25,0.05
2019-11-21 14:7:53.4960,0.14,-0.18,0.1
2019-11-21 14:7:53.5960,0.45,0.28,0.07
2019-11-21 14:7:53.6960,0.31,-0.07,0.04
2019-11-21 14:7:53.7960,-0.02,0.01,-0.09
2019-11-21 14:7:53.8960,-0.13,-0.27,0.06
2019-11-21 14:7:53.9960,-0.24,-0.04,0.02
2019-11-21 14:7:54.0960,-0.06,0.41,-0.01
2019-11-21 14:7:54.1960,-0.12,0.25,-0.21
2019-11-21 14:7:54.2960,0.08,0.1,0.0
2019-11-21 14:7:54.3970,-0.17,-0.29,0.11
2019-11-21 14:7:54.4970,-0.21,-0.21,0.06
2019-11-21 14:7:54.5960,0.23,0.05,0.22
2019-11-21 14:7:54.6970,0.55,0.28,0.2
2019-11-21 14:7:54.7970,0.44,0.04,0.01
2019-11-21 14:7:54.8970,-0.13,-0.16,-0.18
2019-11-21 14:7:54.9970,-0.24,-0.21,0.18
2019-11-21 14:7:55.0970,-0.14,0.12,-0.02
2019-11-21 14:7:55.1970,-0.08,0.49,-0.19
2019-11-21 14:7:55.2970,0.05,0.19,-0.14
2019-11-21 14:7:55.3970,-0.05,-0.05,0.01
2019-11-21 14:7:55.4970,-0.15,-0.28,0.01
2019-11-21 14:7:55.5970,-0.09,-0.22,0.1
2019-11-21 14:7:55.6970,0.3,0.2,0.01
2019-11-21 14:7:55.7970,0.45,0.07,-0.05
2019-11-21 14:7:55.8970,0.07,0.07,-0.07
2019-11-21 14:7:55.9970,-0.07,-0.36,0.12
2019-11-21 14:7:56.0970,-0.25,-0.09,0.09
2019-11-21 14:7:56.1980,-0.19,0.33,0.05
2019-11-21 14:7:56.2970,0.1,0.56,-0.27
2019-11-21 14:7:56.3970,0.21,0.22,-0.02
2019-11-21 14:7:56.4970,-0.21,-0.23,0.11
2019-11-21 14:7:56.5970,-0.2,-0.21,0.09
2019-11-21 14:7:56.6970,0.08,-0.04,0.14
2019-11-21 14:7:56.7970,0.48,0.08,0.04
2019-11-21 14:7:56.8980,0.38,-0.04,0.1
2019-11-21 14:7:56.9980,-0.15,0.05,-0.37
2019-11-21 14:7:57.0980,-0.16,-0.24,0.12
2019-11-21 14:7:57.1980,-0.29,-0.06,0.02
2019-11-21 14:7:57.2980,-0.23,0.49,-0.15
2019-11-21 14:7:57.3980,-0.01,0.16,-0.32
2019-11-21 14:7:57.4980,0.13,-0.01,0.16
2019-11-21 14:7:57.5980,-0.16,-0.28,0.06
2019-11-21 14:7:57.6980,-0.14,-0.22,0.11
2019-11-21 14:7:57.7980,0.19,0.13,0.05
2019-11-21 14:7:57.8980,0.54,0.36,0.04
2019-11-21 14:7:57.9980,0.29,0.23,0.02
2019-11-21 14:7:58.0980,-0.02,-0.25,-0.18
2019-11-21 14:7:58.1990,-0.25,-0.13,0.07
2019-11-21 14:7:58.2990,-0.17,0.15,-0.04
2019-11-21 14:7:58.3980,0.01,0.41,-0.28
